0;171;74;21;21;181;84;
0;223;82;21;21;233;92;
0;145;86;22;22;156;97;
0;132;95;34;34;149;112;
0;136;129;37;37;154;147;
0;211;102;42;42;232;123;
0;175;125;40;40;195;145;
0;68;65;45;45;90;87;
0;220;129;51;51;245;154;
1;222;81;22;22;233;92;
1;143;85;24;24;155;97;
1;134;96;32;32;150;112;
1;226;132;43;43;247;153;
1;175;126;39;39;194;145;
1;212;103;39;39;231;122;
1;131;128;39;39;150;147;
2;136;95;30;30;151;110;
2;175;123;38;38;194;142;
2;226;131;42;42;247;152;
2;210;100;41;41;230;120;
2;151;187;41;41;171;207;
2;212;118;63;63;243;149;
3;144;85;21;21;154;95;
3;245;165;21;21;255;175;
3;136;95;29;29;150;109;
3;175;123;38;38;194;142;
3;221;127;48;48;245;151;
3;210;100;41;41;230;120;
4;136;94;30;30;151;109;
4;132;123;39;39;151;142;
4;172;121;38;38;191;140;
4;224;129;41;41;244;149;
4;209;100;41;41;229;120;
5;145;85;21;21;155;95;
5;138;93;27;27;151;106;
5;132;121;39;39;151;140;
5;174;122;36;36;192;140;
5;208;98;41;41;228;118;
5;216;124;47;47;239;147;
6;145;83;21;21;155;93;
6;172;69;22;22;183;80;
6;203;68;22;22;214;79;
6;137;93;29;29;151;107;
6;131;120;37;37;149;138;
6;206;95;41;41;226;115;
6;170;115;40;40;190;135;
6;219;124;43;43;240;145;
7;137;90;30;30;152;105;
7;200;79;26;26;213;92;
7;247;114;24;24;259;126;
7;226;127;33;33;242;143;
7;157;76;39;39;176;95;
7;208;97;39;39;227;116;
7;168;114;39;39;187;133;
7;133;116;39;39;152;135;
7;212;119;47;47;235;142;
8;202;81;24;24;214;93;
8;138;91;27;27;151;104;
8;174;120;30;30;189;135;
8;207;96;36;36;225;114;
8;211;117;49;49;235;141;
9;223;67;20;20;233;77;
9;134;88;33;33;150;104;
9;173;117;32;32;189;133;
9;159;75;36;36;177;93;
9;139;152;45;45;161;174;
9;206;112;54;54;233;139;
10;6;92;21;21;16;102;
10;142;92;22;22;153;103;
10;172;115;32;32;188;131;
10;206;95;36;36;224;113;
10;213;116;44;44;235;138;
11;206;67;21;21;216;77;
11;167;77;24;24;179;89;
11;2;93;23;23;13;104;
11;205;93;36;36;223;111;
11;171;112;33;33;187;128;
11;213;115;40;40;233;135;
11;181;43;34;34;198;60;
11;133;84;36;36;151;102;
11;228;97;41;41;248;117;
12;188;69;21;21;198;79;
12;141;88;24;24;153;100;
12;171;110;33;33;187;126;
12;161;74;35;35;178;91;
12;203;91;37;37;221;109;
12;208;112;44;44;230;134;
13;202;78;22;22;213;89;
13;142;88;23;23;153;99;
13;240;109;21;21;250;119;
13;175;63;22;22;186;74;
13;174;112;28;28;188;126;
13;213;115;37;37;231;133;
13;200;88;41;41;220;108;
13;128;73;47;47;151;96;
14;142;87;24;24;154;99;
14;170;110;31;31;185;125;
14;130;105;36;36;148;123;
14;210;111;41;41;230;131;
15;140;84;28;28;154;98;
15;239;107;20;20;249;117;
15;172;110;28;28;186;124;
15;130;104;35;35;147;121;
15;208;110;40;40;228;130;
15;135;135;43;43;156;156;
16;169;74;22;22;180;85;
16;201;76;23;23;212;87;
16;224;85;20;20;234;95;
16;144;86;21;21;154;96;
16;211;110;37;37;229;128;
16;133;78;37;37;151;96;
16;129;101;37;37;147;119;
16;134;133;43;43;155;154;
17;169;75;22;22;180;86;
17;202;77;22;22;213;88;
17;142;85;24;24;154;97;
17;138;105;27;27;151;118;
17;203;89;34;34;220;106;
17;170;106;30;30;185;121;
17;133;78;35;35;150;95;
18;144;84;23;23;155;95;
18;214;111;29;29;228;125;
18;199;84;38;38;218;103;
18;134;74;39;39;153;93;
19;202;74;22;22;213;85;
19;143;83;23;23;154;94;
19;235;101;22;22;246;112;
19;134;101;30;30;149;116;
19;166;72;27;27;179;85;
19;209;106;34;34;226;123;
19;199;84;36;36;217;102;
20;223;60;20;20;233;70;
20;171;74;20;20;181;84;
20;201;75;22;22;212;86;
20;145;83;21;21;155;93;
20;234;99;22;22;245;110;
20;170;104;26;26;183;117;
20;210;105;34;34;227;122;
20;200;84;36;36;218;102;
20;130;95;37;37;148;113;
20;134;72;39;39;153;91;
20;247;140;45;45;269;162;
20;187;118;54;54;214;145;
21;158;62;24;24;170;74;
21;170;70;22;22;181;81;
21;145;82;21;21;155;92;
21;202;73;23;23;213;84;
21;169;100;28;28;183;114;
21;128;120;47;47;151;143;
22;171;72;21;21;181;82;
22;155;74;20;20;165;84;
