2;38;199;50;34;44;116
2;31;147;40;29;35;88
2;85;138;47;34;66;86
2;184;125;73;42;128;83
2;70;94;37;28;53;61
2;154;84;18;12;86;48
2;271;59;24;22;147;40
2;291;42;15;13;153;27
2;99;1;37;17;68;9
3;36;194;50;36;43;115
3;30;147;40;25;35;86
3;84;134;45;33;64;83
3;181;122;69;40;125;81
3;287;112;19;13;153;62
3;70;91;36;28;53;59
3;153;83;17;10;85;46
3;271;59;25;22;148;40
3;292;42;14;13;153;27
3;99;1;38;16;68;8
4;35;190;49;34;42;112
4;30;147;40;21;35;84
4;82;130;45;33;63;81
4;178;119;66;38;122;78
4;282;109;24;17;153;63
4;70;88;34;28;52;58
4;152;81;17;10;84;45
4;271;59;25;22;148;40
4;292;42;14;13;153;27
4;100;1;37;15;68;8
5;35;185;47;34;41;109
5;29;146;39;19;34;82
5;81;127;44;31;62;79
5;176;116;61;36;118;76
5;277;106;29;19;153;62
5;70;86;33;28;51;57
5;271;59;25;22;148;40
5;292;42;14;13;153;27
5;100;1;38;15;69;8
6;270;216;30;24;150;120
6;34;181;47;34;40;107
6;27;145;40;16;33;80
6;80;124;43;30;61;77
6;173;113;59;34;116;73
6;271;103;35;19;153;61
6;69;84;33;27;51;55
6;151;78;16;10;83;44
6;271;59;25;22;148;40
6;292;42;14;13;153;27
6;100;1;38;14;69;7
7;254;210;45;30;149;120
7;33;177;46;33;39;105
7;289;171;17;17;153;94
7;27;144;39;14;33;79
7;79;121;42;29;60;75
7;169;109;57;34;113;71
7;266;100;40;18;153;59
7;69;82;33;26;51;54
7;271;59;24;22;147;40
7;292;42;14;13;153;27
7;101;1;38;13;69;7
8;247;204;59;36;153;120
8;33;173;45;32;39;102
8;283;166;23;21;153;93
8;27;142;37;13;32;77
8;79;117;40;29;59;73
8;165;106;57;31;111;68
8;262;97;41;17;151;57
8;69;79;32;26;50;52
8;271;59;24;22;147;40
8;292;42;14;13;153;27
8;101;1;38;13;69;7
9;241;190;65;50;153;120
9;32;169;44;32;38;100
9;277;161;29;23;153;92
9;28;141;34;12;31;76
9;78;114;39;28;58;71
9;162;104;56;29;109;66
9;257;94;41;17;149;55
9;69;77;31;25;50;51
9;271;59;24;22;147;40
9;292;42;14;13;153;27
9;102;1;38;12;70;6
10;76;233;42;7;59;120
10;224;184;82;56;153;120
10;31;165;44;32;37;98
10;270;155;36;23;153;89
10;29;140;30;12;29;76
10;77;111;39;27;58;69
10;158;101;55;28;106;64
10;251;91;42;16;146;53
10;70;75;29;24;49;49
10;271;59;24;22;147;40
10;292;42;14;13;153;27
10;102;1;38;12;70;6
11;76;227;38;13;57;120
11;31;162;43;30;37;96
11;264;150;42;22;153;86
11;32;139;25;12;28;75
11;77;107;37;27;57;67
11;156;98;52;28;104;63
11;248;88;39;15;143;51
11;70;73;29;24;49;48
11;271;59;24;22;147;40
11;292;42;14;13;153;27
11;103;1;38;11;70;6
12;75;219;40;21;57;120
12;32;158;41;30;36;94
12;259;145;47;20;153;82
12;77;104;36;27;56;65
12;153;95;52;27;102;61
12;244;85;35;14;139;49
12;70;71;28;23;49;47
12;271;59;24;22;147;40
12;292;42;14;13;153;27
12;104;1;38;10;71;5
13;55;213;62;27;58;120
13;32;151;40;33;36;92
13;253;141;53;18;153;79
13;77;101;34;26;55;63
13;151;91;50;27;100;59
13;241;82;34;14;137;48
13;70;69;28;23;49;46
13;271;59;24;22;147;40
13;292;42;14;13;153;27
13;104;1;38;10;71;5
14;45;206;70;34;57;120
14;31;147;40;33;35;90
14;247;136;55;18;151;77
14;78;98;33;25;55;61
14;149;88;48;27;98;57
14;238;80;32;13;135;46
14;70;67;27;23;48;45
14;271;59;24;22;147;40
14;292;42;14;13;153;27
14;105;1;38;9;71;5
15;40;201;72;39;56;120
15;31;146;40;31;35;88
15;243;132;53;17;148;74
15;77;96;32;24;54;60
15;147;86;47;26;97;56
15;234;77;30;13;132;45
15;70;65;27;22;48;43
15;271;59;24;22;147;40
15;292;42;14;13;153;27
15;106;1;37;9;71;5
16;35;196;74;44;54;120
16;29;145;41;29;35;87
16;238;128;50;17;144;72
16;77;93;32;24;54;58
16;146;84;45;25;95;54
16;231;75;27;12;129;43
16;71;64;26;22;48;43
16;271;59;24;22;147;40
16;292;42;14;13;153;27
16;107;1;36;9;71;5
17;190;193;68;47;129;120
17;34;191;72;49;53;120
17;29;144;40;26;34;85
17;233;124;47;16;140;70
17;77;90;31;24;54;57
17;144;81;44;25;94;53
17;228;73;25;11;126;42
17;71;62;25;22;48;42
17;271;59;24;22;147;40
17;292;42;14;13;153;27
17;108;1;36;9;72;5
18;182;191;68;49;125;120
18;33;185;71;53;52;119
18;28;144;40;23;34;83
18;229;121;45;15;137;68
18;77;88;30;24;53;56
18;142;79;43;24;92;51
18;224;71;25;10;124;40
18;71;60;25;21;48;40
18;271;59;24;22;147;40
18;292;42;14;13;153;27
