2;4;104;24;22;14;63;
2;143;98;21;23;82;60;
2;38;90;20;19;29;54;
2;151;67;30;30;90;48;
2;193;44;69;48;131;46;
3;218;220;54;19;136;119;
3;156;218;38;21;97;119;
3;275;206;44;33;159;119;
3;237;175;39;39;138;107;
3;185;165;40;42;112;103;
3;301;156;18;40;159;98;
3;127;144;57;76;92;110;
3;169;117;16;26;92;71;
3;5;106;19;21;12;63;
3;169;81;16;26;92;53;
4;290;215;29;24;159;119;
4;209;212;51;27;130;119;
4;152;212;51;27;101;119;
4;263;202;28;37;145;119;
4;188;177;35;27;111;102;
4;241;172;27;35;134;103;
4;298;155;21;41;159;98;
4;211;144;24;24;117;84;
4;127;142;55;69;91;105;
4;167;109;23;31;95;70;
4;1;104;18;25;9;64;
4;138;56;66;80;102;68;
4;200;44;25;23;112;33;
4;223;43;34;30;128;36;
4;186;1;22;19;104;10;
5;150;209;48;30;99;119;
5;240;177;20;23;130;100;
5;185;165;33;35;109;100;
5;300;155;19;23;159;89;
5;210;142;16;26;113;84;
5;138;142;44;65;91;103;
5;1;113;21;20;11;66;
5;142;101;21;18;81;59;
5;158;44;116;47;137;45;
6;272;207;47;27;159;117;
6;202;207;53;32;127;119;
6;151;205;52;34;101;119;
6;259;201;20;26;139;113;
6;238;174;23;29;130;101;
6;184;171;31;26;107;98;
6;138;119;43;82;90;100;
6;165;115;20;25;92;70;
7;202;209;54;30;128;119;
7;278;203;41;36;159;119;
7;139;201;58;38;98;119;
7;255;197;29;31;142;114;
7;231;173;35;42;133;107;
7;131;159;49;43;90;101;
7;180;158;36;37;108;97;
7;146;138;19;20;82;79;
7;167;117;19;22;93;69;
7;168;48;60;37;114;42;
8;272;203;38;30;155;116;
8;142;174;37;24;89;99;
8;235;173;16;28;125;100;
8;175;156;32;35;103;95;
8;294;147;20;25;157;86;
8;205;134;20;31;112;82;
8;166;113;24;22;95;67;
8;156;69;34;43;95;56;
8;191;42;82;35;136;38;
9;249;193;55;35;152;114;
9;134;190;62;47;98;118;
9;197;168;63;71;130;119;
9;181;164;32;24;106;94;
9;290;150;24;28;157;89;
9;138;131;39;67;88;99;
9;137;82;28;47;82;64;
10;248;188;53;40;150;114;
10;181;156;21;28;101;92;
10;129;118;53;76;91;97;
10;154;81;25;27;89;54;
10;178;48;83;31;130;39;
11;238;187;50;52;144;119;
11;139;166;51;60;95;113;
11;179;159;31;27;105;93;
11;143;132;20;22;81;77;
11;167;107;20;21;93;64;
11;12;97;25;20;18;58;
11;138;92;26;36;82;64;
12;249;188;45;44;147;116;
12;178;158;32;26;105;92;
12;280;142;26;30;153;86;
12;137;133;44;53;90;93;
12;167;107;20;21;93;64;
12;14;93;23;24;18;58;
12;164;63;27;18;95;40;
12;193;40;91;37;142;38;
13;292;204;27;22;159;113;
13;242;187;54;40;148;113;
13;280;142;24;20;152;81;
13;130;132;55;86;92;109;
13;10;97;24;19;17;58;
13;153;94;37;33;95;63;
13;37;75;23;27;30;51;
13;196;44;81;36;138;40;
14;243;194;49;45;146;119;
14;239;180;26;24;132;102;
14;177;153;19;27;98;90;
14;139;144;41;70;90;107;
14;168;105;22;21;95;63;
14;1;93;27;27;14;60;
14;37;79;27;23;32;51;
14;169;67;23;28;96;47;
14;188;46;58;31;123;38;
15;302;201;17;31;159;116;
15;178;151;20;23;99;87;
15;139;145;48;67;93;106;
15;168;104;22;20;95;62;
15;1;92;28;32;14;62;
15;141;61;41;82;91;71;
15;204;35;21;24;112;29;
16;301;177;18;56;159;116;
16;175;148;21;26;98;87;
16;137;141;45;65;91;103;
16;192;131;31;19;111;75;
16;169;103;20;20;94;61;
16;1;101;19;29;10;65;
16;28;78;29;32;28;55;
17;207;204;52;35;129;119;
17;232;172;41;34;136;103;
17;141;172;40;32;90;102;
17;304;169;15;35;159;102;
17;140;152;26;19;83;85;
17;173;146;23;24;98;85;
17;201;122;17;26;109;74;
17;1;101;17;23;9;62;
17;37;91;21;19;29;55;
17;170;82;20;43;95;62;
17;180;32;95;49;137;40;
18;301;192;18;35;159;113;
18;206;183;47;55;126;119;
18;245;178;36;29;140;103;
18;292;155;27;32;159;93;
18;139;139;24;30;81;84;
18;170;100;18;19;94;59;
18;31;80;28;33;29;56;
18;143;57;57;44;100;50;
18;201;37;81;31;141;34;
19;216;195;42;44;129;119;
19;246;185;28;25;137;105;
19;293;152;26;87;159;119;
19;26;82;37;31;31;56;
20;203;196;46;43;124;119;
20;300;184;19;35;159;109;
20;244;167;32;35;138;101;
20;192;166;25;37;108;101;
20;141;166;49;59;95;112;
20;217;147;18;31;117;89;
20;171;144;23;21;97;82;
20;137;136;31;27;84;81;
20;34;78;28;35;31;56;
20;142;63;47;51;94;57;
20;262;45;26;21;144;33;
20;190;43;70;42;130;42;
21;246;171;26;28;136;99;
21;297;157;22;80;159;118;
21;217;145;17;29;117;87;
21;140;144;33;47;86;95;
21;172;137;21;26;96;81;
21;22;83;43;31;32;57;
21;159;55;44;42;101;48;
21;207;39;61;48;134;43;
22;202;192;49;47;125;119;
22;190;171;16;27;103;99;
22;232;163;36;34;134;98;
22;288;152;31;86;159;119;
22;217;142;17;28;117;85;
22;138;120;24;42;81;81;
22;20;82;42;33;31;57;
22;146;63;39;48;92;55;
22;217;47;30;32;123;39;
23;211;173;63;58;137;115;
23;179;168;36;28;107;98;
23;287;153;32;76;159;114;
23;139;131;52;82;95;106;
23;9;82;52;31;30;56;
23;140;73;31;23;85;48;
23;170;58;20;23;95;40;
23;256;37;24;21;140;29;
24;289;206;30;18;159;112;
24;205;186;38;46;121;116;
24;228;160;39;31;133;95;
24;288;150;31;53;159;101;
24;172;128;20;27;96;77;
24;138;121;22;28;80;74;
24;157;85;26;28;91;56;
24;31;79;28;26;29;52;
24;11;76;19;36;15;56;
25;199;183;40;46;119;114;
25;283;178;21;22;152;100;
25;234;164;30;24;132;94;
25;283;162;36;63;159;112;
25;139;162;63;43;101;102;
25;291;152;19;22;155;87;
25;171;135;24;20;97;77;
25;136;125;26;36;81;80;
25;1;80;64;33;32;56;
25;159;66;31;30;95;48;
25;192;46;64;25;128;35;
25;269;35;24;15;146;25;
26;144;165;40;38;92;101;
26;278;161;41;64;159;112;
26;183;151;51;80;117;115;
26;211;142;50;50;130;96;
26;170;126;18;27;94;76;
26;167;94;26;27;96;60;
26;142;59;56;92;99;75;
26;197;42;81;44;139;43;
27;171;229;42;10;106;119;
27;200;177;29;44;114;110;
27;232;165;28;23;130;94;
27;277;162;42;72;159;117;
27;142;162;60;49;101;105;
27;293;149;26;29;159;89;
27;138;133;23;23;80;78;
27;169;122;39;29;104;75;
27;1;81;66;40;33;60;
28;160;223;55;16;107;119;
28;282;190;31;22;156;106;
28;276;164;25;27;150;95;
28;197;157;61;68;129;112;
28;166;127;22;22;94;74;
28;138;120;43;87;90;103;
28;1;100;29;22;15;61;
28;24;80;32;27;28;53;
28;146;71;39;34;92;52;
28;183;38;108;39;145;38;
29;161;214;67;25;114;119;
29;278;181;33;27;155;104;
29;193;170;32;45;112;107;
29;276;158;34;32;155;95;
29;229;154;34;31;131;92;
29;139;146;41;49;90;97;
29;181;145;28;30;104;87;
29;208;135;22;24;115;79;
29;168;126;18;22;93;74;
29;138;124;26;26;82;75;
29;1;84;62;43;31;63;
29;221;65;20;25;120;45;
29;152;59;59;33;105;46;
30;230;228;37;11;133;119;
30;174;214;42;25;108;119;
30;276;184;43;23;159;103;
30;269;161;26;26;147;93;
30;186;156;67;52;126;104;
30;140;151;32;40;86;95;
30;166;124;21;21;93;72;
30;138;119;24;28;81;73;
30;1;76;20;26;10;51;
30;1;75;65;51;33;63;
30;153;74;29;19;91;46;
30;195;46;51;21;123;33;
31;229;220;33;19;131;119;
31;277;175;30;26;153;100;
31;178;142;24;39;101;90;
31;136;137;34;50;85;93;
31;207;134;16;24;111;79;
31;170;117;17;26;93;71;
31;1;83;53;44;27;63;
32;273;227;36;12;154;119;
32;229;220;32;19;130;119;
32;268;160;31;41;149;100;
32;139;149;36;34;87;91;
32;176;140;24;31;100;85;
32;167;121;17;23;92;72;
32;165;90;20;22;92;56;
32;1;89;41;39;21;64;
32;143;60;50;41;96;50;
33;225;216;57;23;141;119;
33;150;199;59;40;104;119;
33;191;162;30;37;110;99;
33;263;161;21;19;142;90;
33;223;152;19;25;121;88;
33;140;149;55;33;97;91;
33;168;119;23;23;95;71;
33;140;92;21;26;80;59;
33;168;87;19;20;93;53;
33;1;78;54;52;27;65;
34;208;211;56;28;132;119;
34;302;187;17;52;159;119;
34;263;158;21;20;142;89;
34;220;157;27;20;123;88;
34;1;89;33;43;17;66;
34;161;62;31;41;96;51;
34;231;44;29;27;130;35;
