2;182;71;10;7;96;39
2;200;68;10;5;105;36
2;195;73;8;8;101;40
2;209;75;12;9;110;42
2;230;77;10;9;120;43
2;193;91;11;9;102;50
2;202;125;18;14;110;69
2;228;164;28;20;128;92
3;183;71;9;5;96;38
3;201;68;8;5;104;36
3;195;72;9;9;102;40
3;211;75;9;8;110;41
3;229;75;10;10;119;42
3;192;88;12;10;102;49
3;200;122;17;14;108;68
3;226;161;26;19;126;90
4;183;69;10;8;96;38
4;202;68;9;5;105;36
4;194;71;10;9;102;40
4;210;74;11;10;110;42
4;229;74;11;10;120;42
4;191;87;13;11;102;49
4;199;120;17;13;108;66
4;224;158;25;19;124;88
5;185;70;9;6;97;38
5;203;68;8;4;105;36
5;196;71;10;9;103;40
5;209;73;12;9;110;41
5;230;74;11;11;120;42
5;191;86;14;12;102;49
5;196;115;19;17;107;66
5;218;153;27;18;122;85
6;184;68;10;7;97;37
6;202;67;10;5;106;36
6;196;69;11;11;103;40
6;210;72;12;11;111;41
6;230;74;10;8;120;41
6;193;86;12;11;102;48
6;195;112;18;17;106;64
6;216;150;24;16;120;83
7;185;68;10;7;97;37
7;198;69;9;10;103;39
7;204;67;8;4;106;35
7;210;72;12;9;111;40
7;230;72;10;11;120;41
7;193;85;10;10;101;47
7;195;110;16;15;105;62
7;213;144;24;17;118;80
7;265;209;36;11;150;110
8;185;68;11;6;98;37
8;197;68;9;9;103;38
8;210;71;12;11;111;41
8;230;70;10;12;120;41
8;192;83;15;11;103;47
8;193;108;18;15;105;61
8;210;137;22;20;116;78
8;254;198;41;23;147;110
9;188;68;9;4;98;36
9;199;69;9;7;104;38
9;211;71;12;10;111;40
9;230;70;10;11;120;40
9;192;82;13;11;102;46
9;193;104;15;17;104;60
9;205;134;26;18;115;76
9;248;189;38;27;143;108
10;189;67;8;4;98;35
10;198;68;10;7;104;37
10;209;69;14;11;111;40
10;230;69;11;11;120;40
10;191;80;14;12;102;46
10;192;104;16;15;104;59
10;205;132;22;17;113;74
10;243;183;35;26;139;104
11;190;68;9;4;99;36
11;200;68;8;7;104;37
11;212;69;12;10;112;39
11;230;69;10;9;120;39
11;193;80;11;10;102;45
11;193;104;14;14;103;59
11;204;129;19;17;111;73
11;237;178;34;26;135;102
12;192;69;9;2;100;35
12;201;68;9;6;105;37
12;213;68;10;10;111;39
12;230;67;10;10;120;38
12;193;78;11;10;102;44
12;191;99;15;16;103;57
12;201;125;21;17;111;71
12;230;171;35;24;132;97
13;192;69;9;2;100;35
13;201;68;9;6;105;37
13;211;68;13;10;112;39
13;233;68;7;11;120;39
13;191;77;13;11;102;44
13;192;101;14;11;103;56
13;201;123;19;15;110;69
13;228;166;31;22;129;94
14;202;68;9;5;105;36
14;213;68;12;8;112;38
14;231;68;9;8;120;38
14;192;75;14;13;103;44
14;192;99;14;13;103;56
14;199;120;18;15;108;67
14;223;159;31;24;127;91
15;201;67;11;6;106;36
15;214;69;9;8;111;38
15;231;68;10;7;120;37
15;194;76;11;10;102;43
15;190;98;15;12;102;55
15;198;116;16;16;107;66
15;221;155;28;22;124;88
15;214;207;35;15;124;111
16;203;67;9;5;106;36
16;213;68;11;7;112;37
16;232;67;10;7;121;37
16;194;75;12;10;103;42
16;191;95;14;14;102;54
16;197;116;17;12;107;64
16;218;148;26;24;122;86
16;212;198;32;23;122;110
17;203;68;10;4;106;36
17;215;68;10;7;112;37
17;233;67;9;7;121;37
17;192;73;15;11;103;42
17;191;94;13;13;102;53
17;197;114;15;13;106;63
17;214;144;25;23;119;83
17;206;190;31;22;118;106
17;312;181;6;12;159;96
18;205;68;8;3;106;35
18;214;68;10;7;112;37
18;234;68;9;6;121;37
18;195;73;12;10;103;41
18;191;93;11;11;101;52
18;195;112;16;12;105;62
18;211;142;25;19;118;80
18;199;182;31;22;115;102
18;306;172;12;20;159;96
19;0;0;0;0;0;0
19;215;68;10;6;112;37
19;234;68;9;4;121;36
19;197;73;10;9;103;41
19;191;91;11;11;101;51
19;193;110;17;14;105;62
19;208;138;24;20;116;79
19;196;175;29;21;112;98
19;301;166;18;23;159;94
20;216;69;9;4;112;36
20;233;68;10;4;121;36
20;197;72;11;9;104;40
20;190;90;14;9;102;49
20;192;107;16;13;104;60
20;207;134;23;17;115;75
20;193;166;27;20;110;93
20;294;163;24;22;159;92
21;216;68;10;5;113;36
21;235;68;8;5;121;36
21;198;71;11;9;104;40
21;191;89;11;10;101;49
21;192;104;16;14;104;59
21;206;131;22;20;114;75
21;191;162;24;20;107;91
21;291;158;25;18;158;88
22;216;67;11;5;113;36
22;199;69;9;9;104;39
22;189;87;13;11;101;49
22;190;104;15;11;102;57
22;202;129;23;15;112;72
22;190;157;21;18;105;87
22;284;154;27;17;155;85
23;199;68;8;10;103;39
23;190;86;13;11;101;48
23;190;103;17;10;103;56
23;201;124;21;17;111;70
23;185;153;24;16;104;84
23;279;148;27;20;153;84
23;217;68;10;4;113;36
23;153;205;33;16;93;110
24;198;69;10;9;104;39
24;191;84;10;10;100;47
24;190;100;15;13;102;56
24;198;120;24;18;111;69
24;185;148;20;15;102;81
24;277;147;23;16;150;81
24;148;197;33;22;90;109
25;199;68;10;9;104;38
25;190;84;11;10;100;47
25;190;98;15;11;102;54
25;199;121;18;14;108;67
25;182;143;20;16;101;79
25;272;143;23;16;147;79
25;149;187;29;25;89;106
26;200;68;11;9;105;38
26;191;82;11;11;101;46
26;190;98;16;10;103;54
26;198;118;17;14;107;66
26;180;138;20;16;100;77
26;266;137;24;18;145;77
26;147;173;29;27;88;100
27;201;68;11;8;106;38
27;190;81;12;10;101;45
27;189;95;13;11;101;53
27;198;114;17;15;107;64
27;179;132;20;17;99;74
27;265;134;23;17;144;75
27;147;168;25;24;86;96
28;201;68;11;6;106;37
28;191;80;10;10;100;45
28;189;91;13;14;101;52
28;197;112;17;16;107;64
28;178;129;18;16;98;72
28;263;133;20;14;141;73
28;145;160;25;26;85;93
29;200;68;13;6;106;37
29;191;81;12;7;101;44
29;188;93;15;10;101;51
29;195;111;18;13;106;62
29;176;127;19;14;97;70
29;259;131;21;11;140;71
29;147;157;21;22;84;89
30;202;67;12;7;107;37
30;190;76;11;12;100;44
30;189;92;12;10;100;51
30;194;109;18;15;106;62
30;176;123;16;14;96;68
30;256;126;20;13;138;69
30;145;150;22;23;83;86
31;204;67;10;7;107;37
31;191;75;11;11;101;43
31;190;89;12;10;101;49
31;195;107;14;13;104;60
31;253;124;19;14;136;69
31;175;121;17;14;96;67
31;145;145;20;20;82;82
32;203;68;11;5;107;36
32;190;74;13;11;101;42
32;189;88;10;10;99;49
32;193;103;16;15;104;59
32;173;116;16;15;94;65
32;251;120;20;15;135;67
32;144;141;20;19;82;80
33;205;68;10;3;107;35
33;191;74;13;12;102;43
33;189;86;13;11;101;48
33;193;101;15;15;104;58
33;174;116;15;15;94;65
33;252;121;17;12;134;66
33;145;140;19;15;82;77
33;301;186;17;34;159;110
34;192;73;13;10;102;41
34;188;83;15;13;101;48
34;193;99;15;14;104;56
34;172;111;16;14;94;62
34;245;114;19;15;132;64
34;145;131;18;17;81;74
34;289;175;29;46;159;110
35;194;72;11;11;102;41
35;190;82;13;12;101;47
35;192;97;14;14;103;55
35;169;109;18;16;93;62
35;246;112;18;18;132;65
35;143;127;20;18;81;72
35;283;168;35;53;159;110
36;193;71;13;12;103;41
36;190;83;14;9;102;46
36;190;96;17;13;103;54
36;172;108;15;15;93;61
36;244;112;19;15;131;63
36;144;123;17;18;80;70
36;276;165;42;55;159;110
37;194;69;12;11;103;40
37;191;79;12;13;101;46
37;190;95;16;12;103;53
37;171;105;16;15;93;60
37;243;110;19;16;131;63
37;145;123;18;14;81;68
37;272;158;46;62;159;110
38;194;70;14;11;104;40
38;189;78;14;12;101;45
38;190;94;15;12;102;53
38;171;105;14;11;92;58
38;240;109;18;12;129;60
38;146;119;16;17;81;68
