2;241;186;43;45;262;208
2;199;182;32;38;215;201
2;146;155;30;36;161;173
2;141;112;18;18;150;121
2;284;1;21;17;294;9
3;248;184;29;43;262;205
3;197;176;41;43;217;197
3;143;154;23;40;154;174
3;31;91;24;15;43;98
3;206;45;38;22;225;56
4;177;220;31;19;192;229
4;285;181;28;33;299;197
4;186;178;49;44;210;200
4;176;158;21;16;186;166
4;230;155;52;69;256;189
4;141;148;33;43;157;169
4;171;62;25;19;183;71
5;176;215;24;24;188;227
5;245;180;22;29;256;194
5;280;179;39;41;299;199
5;195;171;39;52;214;197
5;130;149;43;41;151;169
5;135;95;24;44;147;117
5;28;89;26;21;41;99
5;179;43;53;49;205;67
6;176;214;24;25;188;226
6;237;178;36;38;255;197
6;278;176;41;55;298;203
6;192;171;40;40;212;191
6;142;147;29;41;156;167
6;26;90;42;26;47;103
6;173;45;38;29;192;59
6;231;31;32;35;247;48
7;173;208;35;31;190;223
7;237;178;29;30;251;193
7;277;175;42;45;298;197
7;189;164;41;44;209;186
7;145;145;27;22;158;156
7;22;89;41;24;42;101
7;145;66;42;35;166;83
7;203;47;32;18;219;56
8;170;206;30;33;185;222
8;189;166;38;39;208;185
8;236;157;71;51;271;182
8;142;147;28;34;156;164
8;172;138;24;27;184;151
8;194;111;15;23;201;122
8;17;89;33;24;33;101
8;188;76;25;28;200;90
8;167;65;18;22;176;76
8;208;50;30;31;223;65
9;171;199;29;28;185;213
9;273;171;26;29;286;185
9;186;163;41;44;206;185
9;225;151;46;59;248;180
9;138;140;30;39;153;159
9;170;129;32;34;186;146
9;12;89;40;23;32;100
10;149;214;53;25;175;226
10;169;200;22;25;180;212
10;224;163;71;42;259;184
10;193;147;31;56;208;175
10;141;139;27;39;154;158
10;171;131;17;24;179;143
10;11;90;37;23;29;101
10;138;85;23;47;149;108
10;178;51;31;37;193;69
10;206;42;40;30;226;57
11;135;197;65;42;167;218
11;226;168;31;41;241;188
11;273;167;22;30;284;182
11;192;167;17;29;200;181
11;296;141;23;25;307;153
11;140;131;54;47;167;154
11;9;96;42;18;30;105
11;176;61;31;30;191;76
12;141;195;61;44;171;217
12;273;168;16;30;281;183
12;226;160;40;50;246;185
12;184;155;38;41;203;175
12;139;137;26;38;152;156
12;140;101;23;27;151;114
12;5;94;30;22;20;105
12;156;63;25;32;168;79
12;183;46;25;41;195;66
13;148;192;47;45;171;214
13;227;167;26;31;240;182
13;189;153;26;43;202;174
13;141;147;26;21;154;157
13;169;128;19;26;178;141
13;142;95;20;25;152;107
13;2;94;33;22;18;105
13;171;50;27;52;184;76
13;219;46;23;20;230;56
14;147;185;44;54;169;212
14;269;164;21;28;279;178
14;226;162;26;32;239;178
14;187;151;25;42;199;172
14;141;134;19;35;150;151
14;29;94;30;23;44;105
14;1;93;26;26;14;106
14;144;81;19;23;153;92
14;189;46;40;38;209;65
15;223;226;37;13;241;232
15;267;217;48;22;291;228
15;140;190;46;40;163;210
15;222;160;27;35;235;177
15;141;150;15;24;148;162
15;188;136;29;46;202;159
15;169;127;19;20;178;137
15;1;93;23;28;12;107
15;143;84;18;20;152;94
15;160;43;37;47;178;66
16;224;216;35;23;241;227
16;265;210;41;24;285;222
16;150;187;47;52;173;213
16;266;159;19;27;275;172
16;221;157;29;34;235;174
16;179;141;39;44;198;163
16;1;93;29;29;15;107
16;31;92;26;26;44;105
16;187;56;28;30;201;71
17;208;213;52;26;234;226
17;273;198;34;41;290;218
17;150;180;49;47;174;203
17;264;158;18;32;273;174
17;184;154;30;26;199;167
17;223;153;37;36;241;171
17;139;127;27;41;152;147
17;1;95;27;29;14;109
17;33;94;19;22;42;105
17;141;75;22;34;152;92
18;262;207;30;22;277;218
18;226;206;36;33;244;222
18;148;181;41;38;168;200
18;220;157;29;36;234;175
18;248;141;17;25;256;153
18;181;129;42;51;202;154
18;139;121;49;41;163;141
18;1;104;25;26;13;117
18;22;94;27;20;35;104
18;139;79;26;46;152;102
18;195;53;18;30;204;68
19;263;206;27;25;276;218
19;207;202;41;37;227;220
19;161;180;20;27;171;193
19;218;158;29;28;232;172
19;184;137;25;40;196;157
19;161;57;31;24;176;69
19;206;46;42;30;227;61
20;167;221;25;18;179;230
20;202;202;53;37;228;220
20;254;201;34;24;271;213
20;146;176;15;39;153;195
20;219;149;37;32;237;165
20;138;121;71;52;173;147
20;188;103;20;18;198;112
20;1;91;19;37;10;109
20;209;67;17;22;217;78
20;171;47;41;36;191;65
21;265;219;33;20;281;229
21;201;201;63;38;232;220
21;254;198;35;22;271;209
21;132;174;29;38;146;193
21;217;155;28;28;231;169
21;183;145;25;20;195;155
21;141;104;18;38;150;123
21;1;99;14;33;8;115
21;159;72;37;28;177;86
21;223;71;17;31;231;86
21;177;44;64;37;209;62
22;217;199;26;33;230;215
22;260;193;37;42;278;214
22;132;172;32;40;148;192
22;217;151;25;28;229;165
22;165;116;16;27;173;129
22;1;109;29;24;15;121
22;141;83;25;36;153;101
22;162;42;79;45;201;64
23;146;219;36;20;164;229
23;244;193;50;38;269;212
23;209;192;37;42;227;213
23;141;177;33;46;157;200
23;157;166;19;21;166;176
23;170;138;27;29;183;152
23;137;124;24;35;149;141
23;10;99;24;30;22;114
23;39;92;22;20;50;102
24;241;191;49;42;265;212
24;207;187;36;52;225;213
24;155;161;21;23;165;172
24;215;143;26;30;228;158
24;138;123;23;30;149;138
24;2;102;31;33;17;118
24;36;84;24;29;48;98
24;147;42;82;61;188;72
25;175;211;20;26;185;224
25;240;189;53;42;266;210
25;195;187;50;45;220;209
25;172;144;28;19;186;153
25;1;101;30;33;16;117
25;37;81;27;26;50;94
25;168;49;63;54;199;76
26;150;220;20;19;160;229
26;236;209;32;19;252;218
26;239;184;38;24;258;196
26;193;182;35;45;210;204
26;143;162;31;18;158;171
26;211;143;21;30;221;158
26;170;131;31;29;185;145
26;137;124;24;34;149;141
26;1;94;29;40;15;114
26;37;76;27;32;50;92
26;142;74;24;42;154;95
26;188;43;63;41;219;63
27;147;210;31;27;162;223
27;304;202;15;29;311;216
27;212;145;25;26;224;158
27;138;119;25;29;150;133
27;1;108;24;32;13;124
28;288;202;31;37;303;220
28;147;197;31;35;162;214
28;193;182;79;44;232;204
28;140;170;21;26;150;183
28;154;155;26;20;167;165
28;138;116;22;34;149;133
28;1;107;21;40;11;127
28;185;97;18;21;194;107
28;32;81;31;33;47;97
28;167;48;69;48;201;72
29;297;203;22;36;308;221
29;143;200;32;30;159;215
29;235;179;41;48;255;203
29;195;174;36;41;213;194
29;132;156;42;37;153;174
29;178;128;20;28;188;142
29;1;106;19;42;10;127
29;137;87;26;61;150;117
29;35;83;19;23;44;94
29;191;62;21;30;201;77
29;170;57;23;26;181;70
30;152;205;26;20;165;215
30;303;200;16;39;311;219
30;188;169;79;44;227;191
30;153;153;20;19;163;162
30;210;141;23;24;221;153
30;137;91;25;53;149;117
30;28;82;34;30;45;97
30;170;48;57;48;198;72
31;291;190;28;48;305;214
31;227;173;47;36;250;191
31;187;171;41;37;207;189
31;141;170;24;34;153;187
31;204;144;39;25;223;156
31;175;128;18;26;184;141
31;138;114;33;51;154;139
31;13;83;45;29;35;97
31;186;52;26;34;199;69
31;233;40;24;21;245;50
32;143;199;22;22;154;210
32;290;195;29;38;304;214
32;242;173;19;24;251;185
32;131;167;31;16;146;175
32;191;160;35;47;208;183
32;139;112;17;28;147;126
32;13;82;45;35;35;99
32;141;59;40;36;161;77
32;193;56;31;39;208;75
33;295;210;24;20;307;220
33;145;198;19;30;154;213
33;291;187;28;22;305;198
33;240;170;25;26;252;183
33;192;132;41;71;212;167
33;173;121;28;32;187;137
33;1;107;25;24;13;119
